"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000005893",4956.70827420061,4999.30963061958,5321.44953276458,5651.63911367869,4920.72748153199,4847.98587677584,5023.6356333234,5347.10475654082
"ENSG00000005961",8.82849286914814,14.4360340288882,20.3659366586429,7.45205579335271,9.37606137135837,3.58950531376858,10.8925317288018,7.36515806686063
"ENSG00000005981",3.92377460851028,6.66278493640993,3.39432277644049,2.98082231734108,6.81895372462427,5.02530743927601,17.4280507660829,5.26082719061474
"ENSG00000006007",2206.14227363491,2421.92232438501,2552.53072788325,3193.95111303097,2846.91318003063,2972.82830086314,2155.63202912988,2479.95393765579
"ENSG00000006015",533.633346757398,534.133259068862,353.009568749811,290.630175940756,222.468365265867,260.598085779599,467.289611165598,433.492160506654
"ENSG00000006016",151.065322427646,124.371985479652,77.2208431640212,122.213715010984,78.4179678331791,120.607378542624,293.009103504769,316.701796875007
"ENSG00000006025",221.693265380831,197.662619780161,194.324978951218,141.589060073701,172.178581546763,73.9438094636327,194.976317945553,87.3297313642046
"ENSG00000006042",3048.77287081249,2826.13127719388,2958.15229966789,3065.7757533853,3303.78307958046,3458.12941928465,3256.86698691175,3291.17349044858
"ENSG00000006062",328.616123462736,326.476461884086,282.577371138671,171.397283247112,353.733224464884,193.115385880749,274.491799565806,135.72934151786
"ENSG00000006118",517.938248323357,409.761273589211,512.542739242514,420.295946745093,709.171187360924,408.485704706864,441.147535016474,252.519705149507
"ENSG00000006125",6896.03387445682,5965.41344639902,6555.2858620007,7745.6667916108,6618.64695896343,6693.70950911564,6100.9070213019,7270.46317742956
"ENSG00000006194",516.95730467123,564.115791282707,519.331384795395,561.885006818794,566.825528359392,626.727627783994,519.573763463847,537.656538880826
"ENSG00000006210",8.82849286914814,21.0988189652981,7.6372262469911,8.94246695202325,7.6713229402023,14.3580212550743,19.6065571118433,38.930121210549
"ENSG00000006282",1731.36554600516,1523.55682212574,1137.09813010756,1120.78919132025,1372.31443708063,1268.53117788582,1544.5609991441,1456.19696636216
"ENSG00000006283",98.0943652127571,51.0813511791428,40.7318733172859,16.394522745376,105.693782731676,56.7141839575435,96.9435323863363,25.2519705149507
"ENSG00000006327",513.033530062719,385.331062155707,600.795131429967,372.602789667635,653.767188348352,1012.24049848274,702.568296507718,457.691965583482
"ENSG00000006432",7.84754921702056,5.55232078034161,10.1829683293215,11.9232892693643,9.37606137135837,5.74320850202972,2.17850634576037,3.15649631436884
"ENSG00000006451",1798.06971434984,1053.83048410884,928.347279356474,846.553538124867,1388.50945217662,814.817706225467,1180.75043940212,854.358335755833
"ENSG00000006453",209.9219415553,167.680087566317,220.630980468632,223.561673800581,231.844426637225,192.397484817996,269.045533701405,188.337613424008
"ENSG00000006459",373.739531460604,332.028782664428,391.195699984767,396.449368206364,391.237469950318,225.420933704667,483.628408758801,693.377023723022
"ENSG00000006468",186.379293904238,121.040593011447,141.71297591639,198.224684103182,115.922213318613,239.061053896987,383.417116853824,295.658488112548
"ENSG00000006530",246.21685668402,282.057895641354,247.785562680156,257.841130450004,378.451931716647,315.876467611635,226.564659959078,268.302186721352
"ENSG00000006534",868.1351321329,1257.04542466934,1171.04135787197,1262.37825139395,1226.55930121679,1818.44339195516,641.570118826428,918.540427481333
"ENSG00000006555",8.82849286914814,4.44185662427329,5.09148416466074,2.98082231734108,1.70473843115607,4.30740637652229,7.62477221016128,3.15649631436884
"ENSG00000006576",927.972694912682,797.313264057055,1367.91207890552,1059.68233381475,1079.95179613737,807.63869559793,1545.65025231698,1024.80913673175
"ENSG00000006606",2.94283095638271,3.33139246820496,6.78864555288098,1.49041115867054,6.81895372462427,6.46110956478344,2.17850634576037,2.10433087624589
"ENSG00000006607",695.489049358448,1002.74913292969,823.971853980929,1281.75359645667,692.123803049363,979.217049596068,838.724943117741,1349.92825711174
"ENSG00000006625",191.284012164876,206.546333028708,166.321816045584,125.194537328325,216.501780756821,223.985131579159,163.387975932027,125.207687136631
"ENSG00000006634",129.484562080839,79.9534192369191,88.2523921874527,110.29042574162,76.713229402023,58.8678871458047,132.888887091382,66.2864226017457
"ENSG00000006638",74.5517175616954,59.9650644276893,89.1009728815629,68.5589132988449,55.4039990125722,35.1771520749321,78.4262284473732,51.5561064680244
"ENSG00000006652",904.43004726162,875.045754981837,867.249469380545,889.775461726313,1416.63763629069,1338.88548203568,1236.30235121901,1163.69497456398
"ENSG00000006659",0.980943652127571,0,0,1.49041115867054,2.5571076467341,2.15370318826115,3.26775951864055,1.05216543812295
"ENSG00000006695",180.493631991473,155.464981849565,169.716138822025,210.147973372546,187.521227427167,241.214757085248,139.424406128663,168.346470099672
"ENSG00000006704",330.578010766991,312.040427855198,322.460663761847,244.427430021969,233.549165068381,203.166000759301,296.27686302341,390.353377543613
"ENSG00000006712",966.229497345657,976.097993184054,1315.30007587069,1071.60562308412,1331.40071473289,1030.18802505158,1213.42803458852,1014.28748235052
"ENSG00000006715",2006.02976860088,1732.32408346658,2502.46446693075,2101.47973372546,2442.03780263107,2376.2525177148,2311.39523285175,2195.86926936259
"ENSG00000006740",41.199633389358,32.2034605259813,28.003162905634,29.8082231734108,44.3231992100578,45.2277669534841,62.0874308541704,64.1820917254998
"ENSG00000006744",820.068893178649,1033.84212929961,855.369339663004,947.901496914464,1068.01862711928,1103.41393345246,685.140245741635,997.452835340554
"ENSG00000006747",17.6569857382963,32.2034605259813,29.7003242938543,17.8849339040465,15.3426458804046,46.6635690789915,41.3916205694469,21.0433087624589
"ENSG00000006756",527.747684844633,469.7263380169,501.511190219082,552.942539866771,565.973159143814,468.789393978176,596.91073873834,679.698873027424
"ENSG00000006757",157.931927992539,172.12194419059,149.350202163382,156.493171660407,190.078335073902,170.142551872631,182.994533043871,172.555131852163
"ENSG00000006788",4.90471826063785,41.0871737745279,0,1.49041115867054,4.26184607789017,13.6401201923206,1.08925317288018,23.1476396387048
"ENSG00000006831",1034.89555299459,1120.45833347294,992.839412108843,1332.42757585146,1000.68145908861,1131.41207489986,981.417108765045,1172.11229806896
"ENSG00000006837",70.6279429531851,62.185992739826,76.372262469911,119.232892693643,85.2369215578034,55.9962828947898,82.7832411388939,50.5039410299015
"ENSG00000007001",1.96188730425514,4.44185662427329,4.24290347055061,0,2.5571076467341,0.717901062753715,0,2.10433087624589
"ENSG00000007047",628.784881013773,726.243558068682,784.937142051863,773.523391350011,1062.90441182581,842.815847672862,821.296892351658,870.140817327677
"ENSG00000007062",2.94283095638271,2.22092831213664,5.09148416466074,1.49041115867054,2.5571076467341,2.15370318826115,1.08925317288018,2.10433087624589
"ENSG00000007080",620.937331796752,793.98187158885,599.946550735857,599.145285785558,679.338264815693,848.559056174892,529.377042019769,632.351428311891
"ENSG00000007168",3419.56957131671,3774.46766647622,4204.71733931566,3979.39779365035,4213.26103260222,4264.33231275707,3777.53000354847,4165.52296952875
"ENSG00000007171",0,2.22092831213664,0,0,1.70473843115607,1.43580212550743,5.44626586440091,1.05216543812295
"ENSG00000007174",0.980943652127571,3.33139246820496,2.54574208233037,5.96164463468217,3.40947686231214,2.15370318826115,2.17850634576037,1.05216543812295
"ENSG00000007202",6469.32338578133,5984.29133705218,6660.50986807035,6392.37345953795,6680.86991170063,7340.53836665674,6149.92341408151,6682.30269751884
"ENSG00000007237",370.796700504222,169.901015878453,257.968531009477,55.14521287081,240.368118793006,129.222191295669,1343.04916216127,834.367192431497
"ENSG00000007255",137.33211129786,172.12194419059,105.224006069655,175.868516723124,110.807998025144,127.786389170161,118.72859584394,95.7470548691882
"ENSG00000007264",2.94283095638271,3.33139246820496,3.39432277644049,1.49041115867054,1.70473843115607,2.15370318826115,3.26775951864055,5.26082719061474
"ENSG00000007312",0.980943652127571,2.22092831213664,0,5.96164463468217,4.26184607789017,0,1.08925317288018,2.10433087624589
"ENSG00000007341",268.778560682954,190.999834843751,239.299755739055,254.860308132663,257.415503104566,383.359167510484,278.848812257327,379.831723162384
"ENSG00000007372",28.4473659116995,68.8487776762359,27.1545822115239,16.394522745376,24.718707251763,43.0740637652229,70.8014562372119,44.1909484011638
"ENSG00000007376",272.702335291465,294.273001358105,188.384914092447,204.186328737864,290.65790251211,297.928941042792,240.72495120652,278.823841102581
"ENSG00000007384",1961.88730425514,2196.49810070314,1655.58093420885,1465.07416897314,1653.59627822139,1790.44525050777,1804.89250746246,2059.08776240661
"ENSG00000007392",776.907372485036,731.795878849024,650.012811688354,640.876798228333,730.480417750375,620.984419281964,688.408005260276,655.499067950596
"ENSG00000007402",20.599816694679,26.6511397456397,20.3659366586429,43.2219236014457,10.2284305869364,10.7685159413057,19.6065571118433,38.930121210549
"ENSG00000007516",5.88566191276542,6.66278493640993,5.09148416466074,20.8657562213876,21.3092303894508,7.17901062753715,15.2495444203226,7.36515806686063
"ENSG00000007520",642.518092143559,627.412248178601,536.302998677597,472.460337298562,513.126267777976,679.852306427769,576.214928453617,596.577803415711
"ENSG00000007541",696.469993010575,742.900520409707,588.915001712425,538.038428280065,554.8923593413,691.338723431828,575.125675280737,840.680185060235
"ENSG00000007545",603.280346058456,754.00516197039,654.255715158905,570.827473770817,565.120789928236,554.219620445868,523.930776155368,756.506950010399
"ENSG00000007866",1492.99623853816,2345.30029761629,1443.43576068132,1854.07148138615,1150.69844103035,1642.5576315805,1164.41164180892,1870.7501489826
"ENSG00000007923",863.230413872262,982.760778120464,929.195860050584,910.641217947701,1172.0076714198,1124.23306427232,998.845159531128,838.575854183989
"ENSG00000007933",767.09793596376,917.243392912433,1871.12043051282,2433.84142210899,190.078335073902,240.496856022495,301.723128887811,300.919315303163
"ENSG00000007944",360.987263982946,274.284646548875,453.990671348916,275.72606435405,443.231992100578,331.670290992217,356.18578753182,266.197855845106
"ENSG00000007952",10.7903801734033,16.6569623410248,5.94006485877086,11.9232892693643,8.52369215578034,15.7938233805817,4.35701269152073,7.36515806686063
"ENSG00000007968",3.92377460851028,6.66278493640993,5.09148416466074,4.47123347601162,2.5571076467341,3.58950531376858,3.26775951864055,2.10433087624589
"ENSG00000008018",1642.09967366155,1659.03344916607,1518.11086176301,1661.80844191765,1359.52889884696,1394.16386386772,1447.61746675776,1459.35346267653
"ENSG00000008056",6.86660556489299,25.5406755895714,20.3659366586429,22.3561673800581,12.7855382336705,16.5117244433355,14.1602912474424,23.1476396387048
"ENSG00000008083",268.778560682954,288.720680577764,240.148336433165,338.323333018213,255.71076467341,384.794969635991,252.706736108202,411.396686306072
"ENSG00000008086",316.844799637205,325.365997728018,496.419706054422,295.101409416767,364.814024267398,417.818418522662,403.023673965668,360.892745276171
"ENSG00000008118",1.96188730425514,4.44185662427329,11.0315490234316,2.98082231734108,11.9331690180925,2.87160425101486,10.8925317288018,9.46948894310652
"ENSG00000008128",563.061656321226,620.749463242191,557.517516030351,500.778149313302,294.067379374422,287.87832616424,736.335144867004,950.105390625021
"ENSG00000008130",1319.36921211158,2288.66662565681,1222.80478021269,2150.66330196159,1156.66502553939,1688.50329959674,1235.21309804613,2647.24824231733
"ENSG00000008226",7.84754921702056,3.33139246820496,11.0315490234316,7.45205579335271,5.1142152934682,2.87160425101486,8.71402538304146,18.938977886213
"ENSG00000008256",1712.72761661474,3586.79922410068,2601.74840814164,5115.0910965573,2492.32758635017,6308.91453947965,2283.07465035686,5826.89219632488
"ENSG00000008277",27.466422259572,21.0988189652981,15.2744524939822,29.8082231734108,12.7855382336705,13.6401201923206,21.7850634576037,12.6259852574754
"ENSG00000008282",1921.66861451791,2044.36451132178,1668.3096446205,2544.13184785061,1557.27855686107,1893.10510248155,2005.31509127242,2248.47754126874
"ENSG00000008283",582.680529363777,597.429715964757,547.334547701029,500.778149313302,481.588606801589,575.75665232848,461.843345301198,465.057123650343
"ENSG00000008294",2636.77653691891,2437.46882256997,3351.89374173498,2587.35377145206,2953.45933197789,2836.42709893993,3448.57554533866,3174.38312681693
"ENSG00000008300",53.9519008670164,84.3952758611924,107.769748151986,126.684948486996,88.6463984201155,96.1987424089979,64.2659371999308,148.355326775336
"ENSG00000008311",468.891065716979,1079.37115969841,465.870801066457,998.575476309263,360.552178189508,702.825140435887,491.253180968963,1152.12115474463
"ENSG00000008323",7.84754921702056,13.3255698728199,5.94006485877086,4.47123347601162,13.6379074492485,15.075922317828,10.8925317288018,16.8346470099672
"ENSG00000008324",109.865689038288,174.342872502726,72.1293589993604,157.983582819077,89.4987676356936,104.813555162042,123.085608535461,149.407492213458
"ENSG00000008382",153.027209731901,137.697555352472,141.71297591639,129.665770804337,168.769104684451,203.883901822055,144.870671993064,191.494109738376
"ENSG00000008394",2539.66311535828,3001.58461385267,2653.51183048235,2824.32914568068,6878.61956971473,6105.74853872035,2642.52819740732,2822.95987048387
"ENSG00000008405",290.359321029761,342.022960069043,228.268206715623,310.005521003473,245.482334086474,277.109810222934,346.382508975898,249.363208835138
"ENSG00000008438",0,6.66278493640993,0.848580694110123,1.49041115867054,0.852369215578034,0.717901062753715,0,3.15649631436884
"ENSG00000008441",13856.8100299541,10606.0431546085,11429.5333689692,8996.12175373539,10240.3637559545,8604.76213816603,13362.9579248941,11157.1623058557
"ENSG00000008513",2213.0088791998,1489.13243328762,1493.50202163382,825.68778190348,2121.54697757373,1582.25394230919,1726.46627901509,1215.251081032
"ENSG00000008516",18.6379293904238,24.4302114335031,26.3060015174138,8.94246695202325,19.6044919582948,35.1771520749321,38.1238610508064,19.991143324336
