"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000196975",4931.1385570518,1.1290315225748,0.121410033740909,9.29932632243705,1.41338349636867e-20,3.88958090402457e-18
"ENSG00000128923",1481.51790911659,1.05796750581501,0.114178247247315,9.26592876770483,1.93386841094353e-20,5.22856948790364e-18
"ENSG00000124766",1291.37879883455,-2.33650164185365,0.252485774744199,-9.25399319712498,2.16258825284133e-20,5.74614613181684e-18
"ENSG00000112837",2671.1475938805,-1.63657403513402,0.176908795706183,-9.25094780392999,2.22510709850107e-20,5.81205516864406e-18
"ENSG00000141401",619.52187865889,2.19493644478778,0.238029691032524,9.22127166265099,2.93597308790649e-20,7.54104687628781e-18
"ENSG00000164484",814.389365708672,-1.18479407862512,0.129186560455189,-9.1711868049625,4.67839566520672e-20,1.18194681305739e-17
"ENSG00000157613",2823.86525332464,-0.967470765281253,0.105713374516154,-9.15182936605069,5.59774535751874e-20,1.39140086620518e-17
"ENSG00000169715",553.711931182188,2.16224808014723,0.23646390511338,9.14409359479399,6.01319949649663e-20,1.47094313397634e-17
"ENSG00000157514",2226.78266617597,3.34437590839602,0.365969350964277,9.13840434884525,6.33805587972071e-20,1.52618404941212e-17
"ENSG00000143320",1513.71429166214,-1.70755480570785,0.187203666085858,-9.12137481818707,7.41772776508117e-20,1.7586861936564e-17
"ENSG00000072958",2239.0616896011,1.10193026680951,0.121479883571887,9.07088675432778,1.18052294952018e-19,2.75652108712961e-17
"ENSG00000177283",147.953731209827,2.46527817274818,0.273112570857948,9.02660088110857,1.77086894761315e-19,4.0732628883084e-17
"ENSG00000019995",2150.39090389704,0.984062433654273,0.109138112392396,9.01667082271102,1.93891957985295e-19,4.39421906545792e-17
"ENSG00000012048",241.114248284336,-1.40351491670754,0.157169953245074,-8.92991877728085,4.26321681501889e-19,9.52180207771828e-17
"ENSG00000159884",556.369264357974,1.06285865516486,0.119738471682791,8.87650092929672,6.89965584217943e-19,1.51900851691182e-16
"ENSG00000197321",9110.0281194094,-0.699600775836257,0.0795699170999011,-8.79227729944595,1.46558495795329e-18,3.1811450404251e-16
"ENSG00000154734",29873.395214832,2.18789060496337,0.2492761805986,8.77697419669008,1.6793151166398e-18,3.59443406424111e-16
"ENSG00000163513",13345.4970721705,1.47097826641499,0.167951044089609,8.75837524195541,1.98084798519187e-18,4.18176004106738e-16
"ENSG00000183160",2936.68383656203,-1.17313105422827,0.134578186788333,-8.71709659807937,2.8542661128175e-18,5.94420203576089e-16
"ENSG00000103485",876.971916080666,-1.12048454391809,0.128582193467176,-8.71415017666596,2.92947829953686e-18,6.01949200988835e-16
"ENSG00000185432",3844.93162700461,2.27112596406593,0.260681048239061,8.71227877671862,2.97826144049722e-18,6.03920882361877e-16
"ENSG00000139132",1181.87048098368,2.05696042796321,0.237111611365814,8.67507253699924,4.13286961314868e-18,8.27164332574471e-16
"ENSG00000172986",767.388546847815,-1.64188715184149,0.189853179615705,-8.64819412118855,5.23207754075245e-18,1.03373778180174e-15
"ENSG00000137076",20054.8995329219,0.638191126491239,0.0742645742570028,8.59347990446549,8.43742540052387e-18,1.64593877022118e-15
"ENSG00000196136",739.328167007073,3.1964063571426,0.37367219344139,8.55403857510729,1.1885515968959e-17,2.28959608247035e-15
"ENSG00000173838",68.6119365006245,3.42359235969855,0.402103284949946,8.51421136767067,1.67727837070585e-17,3.19117740382073e-15
"ENSG00000128311",323.626195294114,1.34165936001578,0.157616094370943,8.51219772555861,1.70667225266072e-17,3.20750318118955e-15
"ENSG00000099860",373.613481239109,1.41599706409285,0.166609869451787,8.49887866038219,1.91430876570755e-17,3.51207290337131e-15
"ENSG00000169738",602.058364266515,1.96049195233084,0.230653794116731,8.49971690185451,1.90053622424423e-17,3.51207290337131e-15
"ENSG00000146592",694.961502447024,-2.04975852688815,0.242072148013089,-8.46755210672695,2.50603827132418e-17,4.5435947999267e-15
"ENSG00000162616",1478.63811123378,1.36940988342627,0.162342586730281,8.43530900306174,3.30328872828975e-17,5.91941658042714e-15
"ENSG00000134253",144.947796981987,-1.98692335681444,0.235614402360067,-8.43294525679297,3.37072406043479e-17,5.9708308615357e-15
"ENSG00000183722",3035.78114028323,0.709191556466373,0.0841631954475826,8.42638581739762,3.56505361095775e-17,6.24330013618975e-15
"ENSG00000253368",1051.88720849567,1.9930638039498,0.237468111754757,8.39297448917319,4.73994483031253e-17,8.20756064943218e-15
"ENSG00000132970",1317.1791768779,1.0814506836362,0.129093550699428,8.37726344791749,5.41724979462818e-17,9.27613739833499e-15
"ENSG00000134243",5569.94954143771,2.21280312208499,0.2647517476839,8.35803027342793,6.37740831033937e-17,1.08002460956747e-14
"ENSG00000150907",688.488687413831,2.30504850924637,0.277769106926101,8.29843366944193,1.05492974668395e-16,1.76712199197243e-14
"ENSG00000133142",3090.55222418743,1.47994528543759,0.1788318013065,8.27562701166952,1.27781407483464e-16,2.1174615814276e-14
"ENSG00000125503",2642.94029142259,0.680000927682171,0.0821845652155489,8.27407099981249,1.29461006125154e-16,2.12247187807952e-14
"ENSG00000162704",2647.52764811489,0.896694866505405,0.108422028527206,8.27041219100973,1.33496665805028e-16,2.16559696496978e-14
"ENSG00000148120",677.479621965303,1.23766560874613,0.149696841229589,8.26781379339814,1.36437767125138e-16,2.19025253038074e-14
"ENSG00000138078",1711.67747378354,-0.720886188610789,0.0873973093964984,-8.24837965366096,1.60556595854976e-16,2.5508636069289e-14
"ENSG00000167549",2012.83190160827,2.38053199650325,0.288683464870106,8.24616677499829,1.63556364629228e-16,2.57200728091942e-14
"ENSG00000104756",1773.43480422872,0.75009839414606,0.0914109555669247,8.20578222264497,2.29094356346432e-16,3.56623548045946e-14
"ENSG00000103064",1735.73858685017,1.3754036222671,0.167998388714674,8.18700484445161,2.67807396370424e-16,4.12717978546461e-14
"ENSG00000163491",152.330816438181,-2.0729238895449,0.253283581916237,-8.18420157304326,2.74114924137095e-16,4.18255950086809e-14
"ENSG00000143891",522.017903604277,-1.13395715409019,0.138636076504576,-8.17938001911621,2.85307994479736e-16,4.31066814012471e-14
"ENSG00000102804",5382.09028114547,1.15100831756754,0.141368950236022,8.14187497074767,3.89203054498437e-16,5.82330900279166e-14
"ENSG00000179593",68.3817608996509,8.90562121254784,1.09947769851139,8.09986525839079,5.50200922002278e-16,8.15302539324721e-14
"ENSG00000163110",1307.01873378201,1.48544070997634,0.183575387602111,8.09172040641932,5.8827823750395e-16,8.63424373159369e-14
"ENSG00000112576",646.678190036581,1.08126813253537,0.133650196204624,8.09028466280667,5.9525449420384e-16,8.65421416054282e-14
"ENSG00000127824",250.251351311764,-1.69353606823196,0.209993059670905,-8.0647240003361,7.34015041505752e-16,1.05718745837805e-13
"ENSG00000105516",103.553345123352,-1.63337802273593,0.203130864153155,-8.04101350892892,8.90984336182114e-16,1.27138514860209e-13
"ENSG00000118689",5354.01398676307,1.27548190255642,0.159800373619678,7.98172040318279,1.44307618558725e-15,2.0402978987234e-13
"ENSG00000198431",22550.3972529959,1.47815716032621,0.185800686026111,7.95560658004502,1.78255993461883e-15,2.49736646840099e-13
"ENSG00000130066",4094.07414644704,1.31961322737616,0.166011928626925,7.94890607133237,1.88165648038852e-15,2.61245117290698e-13
"ENSG00000101342",53.7045501961127,4.13470027562462,0.521410207021077,7.92984145678123,2.19425834668562e-15,3.01926030185466e-13
"ENSG00000152332",3008.22120858821,0.67191907975249,0.0848793457038966,7.91616705077457,2.44944467936244e-15,3.34056565961545e-13
"ENSG00000162426",171.565374171734,1.41530961654598,0.17927951553109,7.89443017153036,2.91644624700617e-15,3.94257483443966e-13
"ENSG00000149218",2046.67190458041,1.97372899212979,0.250265190620956,7.88655021192754,3.10654592869948e-15,4.16304167888589e-13
"ENSG00000161647",159.568333126075,1.7465510204358,0.221902931445689,7.87078840760278,3.52413241319836e-15,4.68193143274137e-13
"ENSG00000138316",788.980420017129,-2.41082765173369,0.30730431856463,-7.8450822396323,4.32669850073935e-15,5.69903851238412e-13
"ENSG00000049323",20410.1804729043,0.715207321251738,0.0915938315275342,7.80846602139073,5.78881960841574e-15,7.56029652417754e-13
"ENSG00000179820",5333.85096462162,1.44819092352175,0.185493082568229,7.80725029457138,5.84491234494625e-15,7.5694070712577e-13
"ENSG00000132356",2379.48910078321,0.743757776346915,0.0953832192926185,7.79757468727492,6.31082876584913e-15,8.10468184254175e-13
"ENSG00000119139",5612.40866677469,1.99096302357623,0.257038730758025,7.74577052144921,9.50039542319064e-15,1.21000490799001e-12
"ENSG00000112773",525.990741177476,-1.22078432922986,0.157936122635544,-7.7296080773552,1.07878188699446e-14,1.36271374266161e-12
"ENSG00000140545",9643.96829734881,1.18728283496103,0.153968470042458,7.71120759096738,1.24632741019335e-14,1.56155705028372e-12
"ENSG00000168234",600.330937190166,0.8575887045304,0.111239912663345,7.70936154117448,1.26448724565994e-14,1.57153330184398e-12
"ENSG00000077254",2760.45717378294,0.807738767423895,0.104849363133816,7.70380232441663,1.32076108843659e-14,1.62833993071171e-12
"ENSG00000113456",1042.06476705324,0.795139388676566,0.103373889189497,7.6918784318831,1.44990352610172e-14,1.7733700984725e-12
"ENSG00000131871",812.427910484371,0.674856104251621,0.0879148544523324,7.67624661902306,1.63817605325806e-14,1.98786859502046e-12
"ENSG00000136999",446.959359934213,-2.60265107581159,0.339722489032118,-7.66110916950668,1.84334079330299e-14,2.2193535129369e-12
"ENSG00000157110",3434.95653024507,0.815023310780131,0.106440541331371,7.65707596547067,1.90214131095479e-14,2.27239532892436e-12
"ENSG00000136478",3731.89533614612,1.50663935079978,0.197187801663017,7.64063161155648,2.16158711628091e-14,2.56247838838501e-12
"ENSG00000146250",313.815278414265,-2.69598609340859,0.352993183324713,-7.63750185773019,2.21476844770603e-14,2.60548065248837e-12
"ENSG00000122966",304.381571693765,-1.63479322051544,0.214727958057788,-7.6133226213397,2.6713785970448e-14,3.11883451204981e-12
"ENSG00000042286",599.812052908871,0.713570022849023,0.0943424782547183,7.56361329540689,3.92024052313218e-14,4.54246817308195e-12
"ENSG00000067369",2102.95020992216,-0.714185282766502,0.0953995671752569,-7.48625286165591,7.08677994592223e-14,8.15032580198563e-12
"ENSG00000169744",723.002383878764,-1.33050295607403,0.178020550983092,-7.47387281258554,7.78684065054999e-14,8.88911120486118e-12
"ENSG00000126016",404.38899146923,-2.49798141543018,0.335754889995299,-7.43989585815162,1.00764705994631e-13,1.14182712064946e-11
"ENSG00000020577",3148.963700608,1.21231851012019,0.163298854507893,7.42392537763696,1.13699234701594e-13,1.27576716607784e-11
"ENSG00000116132",5567.19113585037,-0.758620569784335,0.10220772467771,-7.42234084729391,1.15068221455337e-13,1.27576716607784e-11
"ENSG00000138074",455.644072305309,1.1639304359539,0.156794560721696,7.42328324781517,1.14252075843811e-13,1.27576716607784e-11
"ENSG00000147119",456.955930156128,1.57295630646521,0.211961647719836,7.42094772043053,1.16285214332534e-13,1.28005102719906e-11
"ENSG00000174306",3453.22328024745,1.1071433564442,0.149326963471316,7.41422266084497,1.22340232120742e-13,1.33715270724309e-11
"ENSG00000196932",76.8374390605707,-2.00118076059196,0.270562889181924,-7.39636084846205,1.39967330734673e-13,1.51903981264229e-11
"ENSG00000148848",1381.83099074586,-1.86985313928947,0.253133942551019,-7.38681316478371,1.50389683624077e-13,1.62073805197947e-11
"ENSG00000134318",4532.92194718646,0.782545444160852,0.106288654571863,7.3624550739963,1.80558203945772e-13,1.93049868869039e-11
"ENSG00000170214",201.755583131717,3.6770554209136,0.499487308246658,7.36165936592284,1.81637992252357e-13,1.93049868869039e-11
"ENSG00000164105",538.360971250486,1.20861512342253,0.164292130504004,7.3565003978877,1.88794319695345e-13,1.99281456220887e-11
"ENSG00000087448",1029.5359718425,1.03308132702412,0.141311014653041,7.31069216055543,2.65769776045479e-13,2.78624355009311e-11
"ENSG00000188215",583.093636443467,0.683673114399188,0.0938940310878829,7.28132668794765,3.30553118685926e-13,3.43327322580039e-11
"ENSG00000277443",5819.16143192022,-1.23005259000606,0.16894561618982,-7.28076062431845,3.31943229280552e-13,3.43327322580039e-11
"ENSG00000233608",4677.12127493218,0.731304432396243,0.100512559127547,7.2757517940444,3.44496481574458e-13,3.53935685169598e-11
"ENSG00000146006",70.6286012065051,-4.00530685985866,0.550967937971667,-7.26958246355276,3.60600338329844e-13,3.68027272450412e-11
"ENSG00000114270",1600.18017771665,1.28752521369083,0.177552344834028,7.25152469765681,4.12105858504861e-13,4.17826538514369e-11
"ENSG00000165802",1607.030947638,0.973492960556815,0.134839478423534,7.21964347488094,5.21240486063937e-13,5.25022034688323e-11
"ENSG00000155962",399.768138431305,-1.12230679910414,0.156338724727996,-7.17868718103442,7.03839801214765e-13,7.04342543929919e-11
"ENSG00000108960",1740.223556979,1.65442391852001,0.230614321847009,7.17398600949669,7.28450580851335e-13,7.24267864612898e-11
"ENSG00000172465",451.850901898896,1.011739724756,0.141324246811298,7.15899605045778,8.12700274383795e-13,8.02854097982606e-11
"ENSG00000170365",440.562060635903,-1.00992934293018,0.14109098991418,-7.15800026312439,8.18623980842049e-13,8.03555042595975e-11
"ENSG00000093167",2143.35751074537,0.69335898614911,0.0971465100720434,7.13725058815719,9.52161718590475e-13,9.28719256025177e-11
"ENSG00000143344",1081.28222058766,-1.0660511773249,0.15005538518667,-7.10438466436061,1.20859802100659e-12,1.17142793092657e-10
"ENSG00000182197",5315.42726523993,-0.80025529011263,0.113079551713747,-7.07692308631027,1.47390281095685e-12,1.4196447637285e-10
"ENSG00000185813",542.657436045846,1.06739334967944,0.151301093641173,7.05476294977008,1.72895211535042e-12,1.65496155587984e-10
"ENSG00000173517",8182.74058562587,1.01739763148629,0.144722125065472,7.03000754740178,2.06522366696095e-12,1.9646396254034e-10
"ENSG00000084090",3687.64183438333,1.22216041444564,0.173940481515362,7.02631385056679,2.12061170651611e-12,1.99310482250684e-10
"ENSG00000177674",764.481385696361,1.136040409638,0.161684305049533,7.0262874883865,2.12101220486096e-12,1.99310482250684e-10
"ENSG00000108604",2187.292503192,1.29461570370866,0.184639577325689,7.01158290362125,2.35636796751162e-12,2.20084768165585e-10
"ENSG00000099204",852.747876481017,1.43275515743363,0.204518246745611,7.00551261431334,2.4608316070365e-12,2.28457083711081e-10
"ENSG00000171793",696.239976610133,1.63280904908229,0.233118543114112,7.00420064088606,2.48399926981974e-12,2.29227022438276e-10
"ENSG00000173221",1867.43737195314,1.05624803310761,0.150876350609054,7.00075279421705,2.54590813257066e-12,2.33541608518134e-10
"ENSG00000136997",749.944610560192,0.863935124722505,0.123509704751289,6.99487644685257,2.65492792218004e-12,2.42101149164003e-10
"ENSG00000157152",39.3413679876278,2.76167654408395,0.394921822526451,6.99297021981857,2.69126654390654e-12,2.43971227694962e-10
"ENSG00000105835",2566.9018151302,0.982117907967065,0.140585725499087,6.9859006273965,2.83034364597345e-12,2.55078514199397e-10
"ENSG00000143878",3361.85340235751,1.21454970192483,0.173942427989635,6.98248101950836,2.90012160632215e-12,2.59847523692039e-10
"ENSG00000183508",90.3032532732386,-2.50722667880328,0.359232676458577,-6.97939481318978,2.96454289956223e-12,2.64084223266783e-10
"ENSG00000125848",184.721455342667,-2.47102353916228,0.354440149605151,-6.97162424153985,3.13302454461372e-12,2.77488742856563e-10
"ENSG00000145685",2024.83157706938,-1.17054861986779,0.168005945524856,-6.96730473562085,3.23070389154065e-12,2.84505015271617e-10
"ENSG00000071282",4091.32550939216,1.59577208189351,0.230391363574379,6.92635373625165,4.31825902197777e-12,3.78117555611928e-10
"ENSG00000112936",1960.92411785133,3.28454648348489,0.474654481216812,6.91986826936663,4.52063815600010e-12,3.93602003514789e-10
"ENSG00000137767",2380.77864406758,1.01739137194008,0.147081795871577,6.91718078305488,4.60720002072004e-12,3.98885165838857e-10
"ENSG00000108830",207.107243118744,-2.14998544122731,0.310979096499225,-6.91360115657378,4.725024622068e-12,4.06800862853016e-10
"ENSG00000165996",290.655409963764,1.06197086274636,0.1539173922052,6.89961574537696,5.21433886709653e-12,4.46434312671248e-10
"ENSG00000103381",788.652241936821,0.976286730048928,0.141748069938391,6.88747811856106,5.67901047672264e-12,4.80874892619629e-10
"ENSG00000159840",9428.68296771829,0.712916145569733,0.103507609779121,6.88757229628868,5.67525334255844e-12,4.80874892619629e-10
"ENSG00000136877",1049.72409368966,0.685082170128801,0.0995922071512182,6.8788732544966,6.03278037916354e-12,5.08039226356772e-10
"ENSG00000114098",986.031421114177,1.03526726172701,0.150542815650053,6.87689583363156,6.11708045874173e-12,5.12338733422113e-10
"ENSG00000114853",2770.86315381032,0.732144136089185,0.106504510226587,6.87430170357627,6.22942436367453e-12,5.18927885776152e-10
"ENSG00000205208",599.115142410084,-1.36445115694763,0.198945075231978,-6.85843143066813,6.96207341918703e-12,5.76841470231674e-10
"ENSG00000137801",94531.911927292,1.86699762805099,0.272619958234681,6.84835270367038,7.47051985455992e-12,6.15658724484614e-10
"ENSG00000189184",6553.66450144964,-0.900140009510163,0.132438493727054,-6.79666450575378,1.07069034931144e-11,8.77681328363757e-10
"ENSG00000196569",18064.660305912,2.06374040269596,0.304137672633415,6.78554677171953,1.15647676125053e-11,9.42987479768881e-10
"ENSG00000163083",425.117597729646,3.66808563845784,0.542454500645393,6.76201531021252,1.36085318624353e-11,1.10379518174732e-09
"ENSG00000106615",2235.50457359428,0.999266589126247,0.147852448457449,6.75853933804707,1.39389806581223e-11,1.12467869592839e-09
"ENSG00000132530",554.064385082293,-0.94223788173994,0.139512961039057,-6.75376592054524,1.44056101109668e-11,1.15627529906307e-09
"ENSG00000164291",491.682374836471,0.77437778362044,0.114684310693305,6.7522556393204,1.45564098282059e-11,1.16232555369162e-09
"ENSG00000068831",92.8029384701493,1.73626446064047,0.257320954135943,6.7474662779433,1.50449188548301e-11,1.19514043542158e-09
"ENSG00000100242",3905.37004433206,1.70220392778345,0.252833816777194,6.73250101383189,1.6677122516531e-11,1.31800582103722e-09
"ENSG00000158079",310.648933881644,0.965099355961608,0.143623854553045,6.71963135208269,1.82184890174467e-11,1.43247517473404e-09
"ENSG00000091527",4909.39036038111,0.731057240521496,0.109063221466273,6.703059296186,2.04100592105903e-11,1.59664681469242e-09
"ENSG00000093144",1547.11616056661,0.793028429416977,0.118444892372462,6.69533665430858,2.15175681359176e-11,1.66636805297802e-09
"ENSG00000172831",1320.81299972383,-0.559579161497253,0.0835694219710844,-6.69597980097159,2.14231315577149e-11,1.66636805297802e-09
"ENSG00000107562",27826.0450562915,-1.88334143999434,0.282371826342738,-6.66972149589872,2.56289309526233e-11,1.97483727455439e-09
"ENSG00000127954",524.090242667668,4.94740348240755,0.742092975774811,6.6668242981845,2.61397713536392e-11,2.00417918572604e-09
"ENSG00000185022",640.373978471221,1.27095714361222,0.190778228388176,6.66196113859598,2.70197483263525e-11,2.06139277949217e-09
"ENSG00000124151",1617.05389800866,1.35129969686101,0.20294885000241,6.65832645439955,2.7696306315412e-11,2.10259988486116e-09
"ENSG00000163661",9918.17760461223,2.23550570053126,0.3360012453492,6.65326611574888,2.8665919560521e-11,2.16554159974112e-09
"ENSG00000070669",426.902029819207,-1.02046245693762,0.153599869355056,-6.64364143812357,3.06026530807358e-11,2.30057310549863e-09
"ENSG00000172349",898.132737914899,1.03323240115498,0.155626542335717,6.6391785465881,3.15436116189914e-11,2.3597990226227e-09
"ENSG00000137672",647.508974371198,1.80045559787691,0.27127566420744,6.63699636728244,3.20139534939183e-11,2.38341563910519e-09
"ENSG00000172939",1236.30620465794,0.477096041972701,0.0719063779435717,6.63496139865507,3.24587468133806e-11,2.40491224587023e-09
"ENSG00000163378",1766.42720423106,1.28856508644551,0.194319742538604,6.63115888077879,3.33061492430236e-11,2.45589026786716e-09
"ENSG00000141298",2097.04386259948,1.17258597880522,0.177010870596431,6.62437270012991,3.48725891255869e-11,2.55914986197342e-09
"ENSG00000088888",2939.45920817659,0.617820746575232,0.093387193744206,6.61569024407657,3.6982203338025e-11,2.6883619605769e-09
"ENSG00000120690",1426.8288758033,0.846000023890092,0.127870037253182,6.61609273026968,3.68817065787044e-11,2.6883619605769e-09
"ENSG00000124702",1042.62678059218,0.628641622080794,0.0954779116506207,6.58415764665196,4.57471529866958e-11,3.3099031675022e-09
"ENSG00000154767",1862.36871177158,-0.582213741308689,0.088460207404914,-6.58164567310688,4.65269334938966e-11,3.35059145829178e-09
"ENSG00000164294",3507.73244586237,-0.488708215062583,0.0743577432367505,-6.57239170783554,4.95133971680577e-11,3.54907425003226e-09
"ENSG00000168994",1583.12872856745,1.42498692195475,0.216861282323798,6.57096050841889,4.99917185120404e-11,3.56677024994933e-09
